Date,Hour,Interval,Wind Curtailment,Solar Curtailment,
1/1/2021,8,2,,15.20000076,
1/1/2021,8,3,,14.06999969,
1/1/2021,8,4,,20.60000038,
1/1/2021,8,7,,32.84999847,
1/1/2021,8,8,,31.50999832,
1/1/2021,8,9,,41.09999847,
1/1/2021,8,10,,31.5,
1/1/2021,8,11,,26.13999939,
1/1/2021,8,12,,28.56999969,
1/1/2021,9,1,,51.06000184,
1/1/2021,9,2,,47.09000016,
1/1/2021,9,3,,40.45999717,
1/1/2021,9,4,,31.19999695,
1/1/2021,9,5,,42.09,
1/1/2021,9,6,,61.31999555,
1/1/2021,9,7,16.290001,54.37000253,
1/1/2021,9,8,17.93000031,,
1/1/2021,9,9,12.80000019,,
1/1/2021,9,10,12.80000019,132.7101982,
1/1/2021,9,11,15.37999989,273.9720309,
1/1/2021,9,12,18.71000052,264.6939117,
1/1/2021,10,1,27.90000008,108.5346214,
1/1/2021,10,2,21.4900003,189.6496868,
1/1/2021,10,3,14.44000023,186.1317186,
1/1/2021,10,4,15.42999976,228.1477527,
1/1/2021,10,5,12.99000018,176.2743609,
1/1/2021,10,6,19.08999961,201.8290358,
1/1/2021,10,7,32.93000013,432.1834763,
1/1/2021,10,8,2.84000004,657.1408372,
1/1/2021,10,9,11.57000009,683.5650593,
1/1/2021,10,10,1.71,883.636691,
1/1/2021,10,11,3.4000001,689.3154187,
1/1/2021,10,12,16.89000013,543.7360614,
1/1/2021,11,1,15.75,298.8104685,
1/1/2021,11,2,,273.070493,
1/1/2021,11,3,4.64999919,254.8548612,
1/1/2021,11,4,7.06000027,321.7826218,
1/1/2021,11,5,12.31000027,305.3482533,
1/1/2021,11,6,7.31000027,278.9368263,
1/1/2021,11,7,7.35000023,226.156944,
1/1/2021,11,8,3.7400001,201.6534107,
1/1/2021,11,9,3.62999996,212.4277049,
1/1/2021,11,10,,211.5728413,
1/1/2021,11,11,,216.7421227,
1/1/2021,11,12,,215.516294,
1/1/2021,12,1,,156.2281722,
1/1/2021,12,2,,142.5683567,
1/1/2021,12,3,1.73,114.9088199,
1/1/2021,12,4,,198.357671,
1/1/2021,12,5,,169.4573135,
1/1/2021,12,6,2.786226941,190.4709675,
1/1/2021,12,7,1.11000001,335.9817695,
1/1/2021,12,8,,339.0338523,
1/1/2021,12,9,,349.3385319,
1/1/2021,12,10,,391.5181624,
1/1/2021,12,11,,385.9199149,
1/1/2021,12,12,,377.3466636,
1/1/2021,13,1,1.59000003,361.4085843,
1/1/2021,13,2,1.61000001,361.2253526,
1/1/2021,13,3,1.96000004,377.8227763,
1/1/2021,13,4,1.63,398.5480609,
1/1/2021,13,5,,443.1306916,
1/1/2021,13,6,,404.1179669,
1/1/2021,13,7,2.1400001,529.90533,
1/1/2021,13,8,1.63999999,478.7763503,
1/1/2021,13,9,1.69000006,512.8869704,
1/1/2021,13,10,,538.5846219,
1/1/2021,13,11,,494.1935359,
1/1/2021,13,12,,547.2998797,
1/1/2021,14,1,1.900073,414.5603759,
1/1/2021,14,2,1.50999999,371.0820936,
1/1/2021,14,3,1.87,391.1755632,
1/1/2021,14,4,1.41999996,403.1896176,
1/1/2021,14,5,1.42999995,410.6647201,
1/1/2021,14,6,4.5,388.2746527,
1/1/2021,14,7,,470.2852537,
1/1/2021,14,8,,406.0782404,
1/1/2021,14,9,,386.5459348,
1/1/2021,14,10,,387.0099959,
1/1/2021,14,11,4.3499999,385.2399976,
1/1/2021,14,12,,389.7999973,
1/1/2021,15,1,,445.7274187,
1/1/2021,15,2,1.35000002,426.1948696,
1/1/2021,15,3,1.38999999,393.8578808,
1/1/2021,15,4,1.38999999,426.740303,
1/1/2021,15,5,1.40999997,419.4834414,
1/1/2021,15,6,,399.3665716,
1/1/2021,15,7,,387.0700009,
1/1/2021,15,8,,357.2952514,
1/1/2021,15,9,,364.7374914,
1/1/2021,15,10,,307.5693822,
1/1/2021,15,11,,265.5301265,
1/1/2021,15,12,,212.5086264,
1/1/2021,16,1,,36.50810961,
1/2/2021,8,2,,8.42000008,
1/2/2021,8,3,,7.18000031,
1/2/2021,8,4,,12.56999969,
1/2/2021,8,7,,23.01000023,
1/2/2021,9,5,,1.75480227,
1/2/2021,9,10,71.040001,,
1/2/2021,9,11,65.26000214,2.92014906,
1/2/2021,9,12,64.01000214,,
1/2/2021,10,4,73.53545119,,
1/2/2021,10,5,98.40000153,,
1/2/2021,10,6,74.30000305,,
1/2/2021,10,7,62.59000015,,
1/2/2021,10,8,60.84000015,,
1/2/2021,10,9,53.54411127,,
1/2/2021,10,10,81.26999664,,
1/2/2021,10,11,79.84999847,,
1/2/2021,10,12,70.23999786,,
1/2/2021,11,1,66.23999786,,
1/2/2021,11,2,49.54000092,,
1/2/2021,11,3,58.13999939,,
1/2/2021,11,4,57.15999985,,
1/2/2021,11,8,21.84,,
1/2/2021,11,12,21.92,,
1/2/2021,12,1,30.5,,
1/2/2021,12,3,24.96999931,,
1/2/2021,12,7,46.450001,85.06098747,
1/2/2021,12,8,53.77000046,21.54000061,
1/2/2021,12,10,44.43000031,,
1/2/2021,12,11,29.99079805,,
1/2/2021,12,12,73.15000153,,
1/2/2021,13,1,75.08000183,,
1/2/2021,13,2,75.15000153,,
1/2/2021,13,3,70.62999725,,
1/2/2021,13,4,73.83000183,,
1/2/2021,13,5,86.75,,
1/2/2021,13,6,81.91000366,,
1/2/2021,13,7,81.61000061,,
1/2/2021,13,8,77.51999664,,
1/2/2021,13,9,59.79999924,,
1/2/2021,13,10,65.70999908,,
1/2/2021,13,11,50.52763997,,
1/2/2021,13,12,70.80000305,,
1/2/2021,14,1,65.26000214,,
1/2/2021,14,2,82.13999939,,
1/2/2021,14,3,68.56999969,,
1/2/2021,14,4,75.72000122,,
1/2/2021,14,5,85.33000183,,
1/2/2021,14,6,76.61000061,,
1/2/2021,14,7,72.09999847,,
1/2/2021,14,8,80.30000305,,
1/2/2021,14,9,80.27999878,4.933179669,
1/2/2021,14,10,113.4300009,215.3014567,
1/2/2021,14,11,105.4356124,,
1/2/2021,14,12,102.8899979,56.5433028,
1/2/2021,15,1,77.05000305,110.7575269,
1/2/2021,15,2,77,145.0109491,
1/2/2021,15,3,77.20999908,96.18617246,
1/2/2021,15,4,42.70195072,100.4265797,
1/2/2021,15,5,,103.6199968,
1/2/2021,15,6,,159.8545415,
1/2/2021,15,7,,247.5576277,
1/2/2021,15,8,,174.9884361,
1/2/2021,15,9,,170.7099135,
1/2/2021,15,10,,182.9516833,
1/2/2021,15,11,,139.8803172,
1/2/2021,15,12,,113.6885768,
1/2/2021,16,1,,19.98000336,
1/3/2021,8,2,,6.14000034,
1/3/2021,8,3,,4.68000031,
1/3/2021,9,4,,6.09893903,
1/3/2021,9,7,,5.51613031,
1/3/2021,9,8,18.39706164,,
1/3/2021,9,10,22.910002,7.04781188,
1/3/2021,9,11,11.56109677,,
1/3/2021,10,2,,3.84779783,
1/3/2021,10,5,,2.4624475,
1/3/2021,10,10,,29.81000114,
1/3/2021,10,11,,14.86000076,
1/3/2021,10,12,,20.11000061,
1/3/2021,11,1,,23.18999464,
1/3/2021,11,11,,2.540373852,
1/3/2021,11,12,,5.126240947,
1/3/2021,12,1,,3.014172037,
1/3/2021,12,2,,6.32999992,
1/3/2021,12,3,,6.38000011,
1/3/2021,12,4,,6.28999996,
1/3/2021,12,5,1.67,5.335059772,
1/3/2021,12,6,1.69000006,6.67000008,
1/3/2021,12,7,1.12,4.314536223,
1/3/2021,12,8,1.40999997,2.693849705,
1/3/2021,12,10,,4.211157931,
1/3/2021,12,11,,9.028292796,
1/3/2021,12,12,,7.15999985,
1/3/2021,13,1,,9.71060498,
1/3/2021,13,2,,13.14640288,
1/3/2021,13,3,,9.06000042,
1/3/2021,13,4,,12.17636801,
1/3/2021,13,5,,5.117092374,
1/3/2021,13,6,,10.84000015,
1/3/2021,13,7,,6.89000034,
1/3/2021,13,8,,2.492330454,
1/3/2021,13,10,,8.639451612,
1/3/2021,13,11,1.84,7.51002279,
1/3/2021,14,1,,4.629810048,
1/3/2021,14,4,3.2,3.443072399,
1/3/2021,14,5,3.51999998,4.635462256,
1/3/2021,14,6,2.95000005,,
1/3/2021,14,7,3,3.735568312,
1/3/2021,14,8,,36.02999878,
1/3/2021,14,9,5.53000021,15.25583257,
1/3/2021,14,10,3.23000002,101.549269,
1/3/2021,14,11,5.28999996,82.22830256,
1/3/2021,14,12,3.1500001,132.1768505,
1/3/2021,15,1,,105.2019826,
1/3/2021,15,2,3.28999996,216.873714,
1/3/2021,15,3,,446.6611655,
1/3/2021,15,4,,242.261205,
1/3/2021,15,5,1.03999996,196.9239385,
1/3/2021,15,6,1.11000001,169.8239029,
1/3/2021,15,7,1.59000003,1.10724404,
1/3/2021,15,8,,65.27386832,
1/3/2021,15,9,,65.30447125,
1/3/2021,15,12,2.03,407.3512139,
1/3/2021,16,1,,707.507794,
1/3/2021,16,2,,512.7828577,
1/3/2021,16,3,,365.3400785,
1/4/2021,8,2,,10.15999985,
1/4/2021,8,3,,7.55000019,
1/4/2021,8,4,,14.52000046,
1/4/2021,8,7,,12.45000076,
1/4/2021,8,8,,7.34000015,
1/4/2021,8,9,,1.06000042,
1/4/2021,10,1,,95.34727981,
1/4/2021,10,2,,175.976436,
1/4/2021,10,3,,177.6973646,
1/4/2021,10,4,,207.8373282,
1/4/2021,10,5,,202.4242194,
1/4/2021,10,6,,200.7082879,
1/4/2021,10,7,,330.7106206,
1/4/2021,10,8,,342.7899957,
1/4/2021,10,9,,354.4034487,
1/4/2021,10,10,,313.8517479,
1/4/2021,10,11,,332.4226511,
1/4/2021,10,12,,332.1633978,
1/4/2021,11,1,,273.5063854,
1/4/2021,11,2,,270.5754282,
1/4/2021,11,3,,261.4204028,
1/4/2021,11,4,,309.1589255,
1/4/2021,11,5,,223.5615871,
1/4/2021,11,6,,206.3998998,
1/4/2021,11,7,,319.9955673,
1/4/2021,11,8,,103.101801,
1/4/2021,11,9,,7.78180055,
1/4/2021,11,11,,62.15499668,
1/4/2021,11,12,,40.9504594,
1/4/2021,12,1,,107.7413612,
1/4/2021,12,2,,107.4204414,
1/4/2021,12,3,,91.11519761,
1/4/2021,12,4,,107.2573772,
1/4/2021,12,5,,92.27497642,
1/4/2021,12,6,,98.91070362,
1/4/2021,12,7,,236.7389657,
1/4/2021,12,8,,253.3008963,
1/4/2021,12,9,,262.6750982,
1/4/2021,12,10,,270.8595295,
1/4/2021,12,11,,239.0750283,
1/4/2021,12,12,,221.7124419,
1/4/2021,13,1,,160.67562,
1/4/2021,13,2,,151.3431189,
1/4/2021,13,3,,128.5721881,
1/4/2021,13,4,,150.9881181,
1/4/2021,13,5,,198.2271135,
1/4/2021,13,6,,222.8067614,
1/4/2021,13,7,3.300073,383.7910815,
1/4/2021,13,8,3.28999996,382.7000043,
1/4/2021,13,9,3.18000007,364.3835207,
1/4/2021,13,10,,378.950916,
1/4/2021,13,11,,316.6621807,
1/4/2021,13,12,111.949997,317.7595363,
1/4/2021,14,1,135.1899994,250.7159744,
1/4/2021,14,2,128.4299973,267.2549057,
1/4/2021,14,3,141.8199966,266.0429111,
1/4/2021,14,4,141.8299988,236.2033786,
1/4/2021,14,5,135.8999985,219.0253854,
1/4/2021,14,6,135.4900024,203.1444567,
1/4/2021,14,7,127.6100052,206.8692993,
1/4/2021,14,8,128.1499985,216.6066222,
1/4/2021,14,9,173.7789567,396.2872661,
1/4/2021,14,10,174.2599991,398.4578488,
1/4/2021,14,11,206.470002,408.9651617,
1/4/2021,14,12,209.0972022,364.8063288,
1/4/2021,15,1,222.3299988,13.42189898,
1/4/2021,15,2,237.2399948,,
1/4/2021,15,3,244.8599976,1.092981556,
1/4/2021,15,4,245.6200073,,
1/4/2021,15,5,242.9000023,1.706208634,
1/4/2021,15,6,242.6399963,,
1/4/2021,15,7,254.0100739,21.94518558,
1/4/2021,15,8,256.2899998,49.65874273,
1/4/2021,15,9,263.209997,21.8535597,
1/4/2021,15,10,279.0499981,136.2162844,
1/4/2021,15,11,289.8900059,122.7612244,
1/4/2021,15,12,265.1199921,12.17829445,
1/4/2021,16,1,269.1899994,,
1/4/2021,16,2,265.4399994,,
1/4/2021,16,3,270.6099976,86.12944638,
1/4/2021,16,4,268.249997,,
1/4/2021,16,5,272.8999985,,
1/4/2021,16,6,279.4399994,,
1/4/2021,16,7,204.6341062,,
1/4/2021,16,8,117.199997,,
1/5/2021,7,10,3.16000034,,
1/5/2021,8,2,,13.06999969,
1/5/2021,8,3,,12.95000076,
1/5/2021,8,4,1.52999989,17.88999939,
1/5/2021,8,7,,29.20999908,
1/5/2021,8,8,,28.20000076,
1/5/2021,8,9,,42.47000122,
1/5/2021,8,10,,29.52999878,
1/5/2021,8,11,,23.66999817,
1/5/2021,8,12,,24.18999863,
1/5/2021,9,1,,41.21000168,
1/5/2021,9,2,,20.76999664,
1/5/2021,9,3,,3.83000183,
1/5/2021,9,9,,8.26666027,
1/5/2021,10,3,,4.550029085,
1/5/2021,10,4,,1.558416409,
1/5/2021,10,5,,4.901441941,
1/5/2021,10,6,,9.498214658,
1/5/2021,10,7,,12.9291614,
1/5/2021,10,8,1.22000005,14.31037361,
1/5/2021,10,9,52.87000192,16.63638607,
1/5/2021,10,10,57.31000059,10.32813983,
1/5/2021,10,11,43.69000139,12.82917368,
1/5/2021,10,12,42.21999922,12.27282174,
1/5/2021,11,1,1.03,103.3071429,
1/5/2021,11,2,66.30000305,71.05938754,
1/5/2021,11,3,42.79999924,18.63809595,
1/5/2021,11,4,59.95999908,14.62571286,
1/5/2021,11,5,48.36999893,18.20027312,
1/5/2021,11,6,47.72999954,13.92558148,
1/5/2021,11,7,55.50999832,46.92124412,
1/5/2021,11,8,65.26999664,70.01446315,
1/5/2021,11,9,61.56000137,65.8360818,
1/5/2021,11,10,52.40999985,29.49008035,
1/5/2021,11,11,43.04000092,71.62389213,
1/5/2021,11,12,28.92000008,39.72872696,
1/5/2021,12,1,7.53000021,101.8159386,
1/5/2021,12,2,,77.07555286,
1/5/2021,12,3,,21.23982416,
1/5/2021,12,4,,12.99941309,
1/5/2021,12,5,6.86999989,,
1/5/2021,12,6,,6.77497759,
1/5/2021,12,7,,23.93940553,
1/5/2021,12,8,,12.86154121,
1/5/2021,12,9,,15.52302656,
1/5/2021,12,10,7.76000023,18.57663807,
1/5/2021,12,11,7.16,51.69059884,
1/5/2021,12,12,,11.9676921,
1/5/2021,13,1,,90.65389582,
1/5/2021,13,2,3.88,289.6827332,
1/5/2021,13,3,9.48000002,296.9909889,
1/5/2021,13,4,,39.5587807,
1/5/2021,13,5,,20.2240119,
1/5/2021,13,6,,22.13117677,
1/5/2021,13,7,,96.36675943,
1/5/2021,13,8,2.25999999,84.22258311,
1/5/2021,13,9,2.29999995,27.21448485,
1/5/2021,13,10,,29.85600294,
1/5/2021,13,11,2.38,265.2487633,
1/5/2021,13,12,1.83000004,269.0891123,
1/5/2021,14,1,,86.65858783,
1/5/2021,14,2,,84.62395928,
1/5/2021,14,3,1.43,188.1332572,
1/5/2021,14,4,,30.86602312,
1/5/2021,14,5,6.01000023,65.47078146,
1/5/2021,14,6,1.25,172.950702,
1/5/2021,14,7,4.9000001,156.2044871,
1/5/2021,14,8,,21.8176583,
1/5/2021,14,9,,28.30718063,
1/5/2021,14,10,1.91,137.4489089,
1/5/2021,14,11,,182.6211083,
1/5/2021,14,12,,181.4555888,
1/5/2021,15,1,,117.2884342,
1/5/2021,15,2,,107.0425845,
1/5/2021,15,3,,106.7829942,
1/5/2021,15,4,,128.2873824,
1/5/2021,15,5,,145.6457802,
1/5/2021,15,6,,186.1648518,
1/5/2021,15,7,,389.9999982,
1/5/2021,15,8,,410.5999957,
1/5/2021,15,9,,408.0699966,
1/5/2021,15,10,,442.5632273,
1/5/2021,15,11,,412.5744856,
1/5/2021,15,12,,380.2800045,
1/5/2021,16,1,,66.48999994,
1/5/2021,16,2,,63.32136101,
1/6/2021,8,2,,4.53999996,
1/6/2021,8,3,,10.49540287,
1/6/2021,8,4,,7.60000038,
1/6/2021,9,6,,11.20184867,
1/6/2021,9,8,,8.77130915,
1/6/2021,9,9,,9.43999839,
1/6/2021,9,10,,3.45821202,
1/6/2021,9,11,,2.5609026,
1/6/2021,9,12,,5.68230224,
1/6/2021,10,1,,37.3763149,
1/6/2021,10,2,,10.35814301,
1/6/2021,10,3,,30.30192566,
1/6/2021,10,4,,212.3749613,
1/6/2021,10,5,,155.1406326,
1/6/2021,10,6,,183.6215134,
1/6/2021,10,7,,379.2906778,
1/6/2021,10,8,,331.1766944,
1/6/2021,10,9,,332.8862708,
1/6/2021,10,10,,372.3894822,
1/6/2021,10,11,,335.4538301,
1/6/2021,10,12,,243.6700025,
1/6/2021,11,1,,281.4918367,
1/6/2021,11,2,,264.6582811,
1/6/2021,11,3,,253.060003,
1/6/2021,11,4,,311.6410728,
1/6/2021,11,5,,191.0833013,
1/6/2021,11,6,,157.1449669,
1/6/2021,11,7,,206.2868773,
1/6/2021,11,8,,185.24581,
1/6/2021,11,9,,228.300002,
1/6/2021,11,10,,376.3315858,
1/6/2021,11,11,,403.3500038,
1/6/2021,11,12,,400.5879561,
1/6/2021,12,1,,374.0802798,
1/6/2021,12,2,,313.0556434,
1/6/2021,12,3,,259.588809,
1/6/2021,12,4,,240.3400009,
1/6/2021,12,5,,250.8700012,
1/6/2021,12,6,,272.033669,
1/6/2021,12,7,,445.6669021,
1/6/2021,12,8,,306.6609115,
1/6/2021,12,9,,224.773655,
1/6/2021,12,10,,46.12098877,
1/6/2021,12,11,,20.45258306,
1/6/2021,12,12,,73.1655361,
1/6/2021,13,1,,23.15873149,
1/6/2021,13,2,,16.6789635,
1/6/2021,13,3,,19.0046055,
1/6/2021,13,4,,7.141418847,
1/6/2021,13,7,,45.51019335,
1/6/2021,13,8,,11.06878995,
1/6/2021,13,9,,14.51000011,
1/6/2021,13,10,,15.29999995,
1/6/2021,13,11,,13.68000007,
1/6/2021,13,12,,13.89000034,
1/6/2021,14,1,,10.52665267,
1/6/2021,14,2,,15.85000014,
1/6/2021,14,3,,16.44999969,
1/6/2021,14,4,,17.06000006,
1/6/2021,14,5,,17.34000015,
1/6/2021,14,6,,12.10454584,
1/6/2021,14,7,,16.45999956,
1/6/2021,14,8,,15.72999978,
1/6/2021,14,9,,48.26294041,
1/6/2021,14,10,,69.37512964,
1/6/2021,14,11,,1.17000008,
1/6/2021,14,12,,21.58883806,
1/6/2021,15,1,,104.1850795,
1/6/2021,15,2,,66.18999851,
1/6/2021,15,3,,19.00698266,
1/6/2021,15,4,,1.30999994,
1/6/2021,15,5,,63.54499765,
1/6/2021,15,6,,211.1572666,
1/6/2021,15,7,,45.6127663,
1/6/2021,15,8,,87.26185962,
1/6/2021,15,9,,74.66612613,
1/6/2021,15,10,,15.18000007,
1/7/2021,8,2,,10.95999908,
1/7/2021,8,3,,9.44000053,
1/7/2021,8,4,,15.45999908,
1/7/2021,8,7,,27.27999878,
1/7/2021,8,8,,2.25,
1/7/2021,8,9,,28.13999939,
1/7/2021,8,10,,16.54000092,
1/7/2021,8,11,,10.81000137,
1/7/2021,8,12,,12.13000107,
1/7/2021,9,2,1.400073,32.3124644,
1/7/2021,9,3,1.50999999,92.33304592,
1/7/2021,9,4,1.33000004,147.3835985,
1/7/2021,9,5,,167.44116,
1/7/2021,9,6,,178.847405,
1/7/2021,9,7,,176.2337101,
1/7/2021,9,8,,243.058733,
1/7/2021,9,9,,158.4186346,
1/7/2021,9,10,,379.6199993,
1/7/2021,9,11,,303.0514283,
1/7/2021,9,12,,219.1927136,
1/7/2021,10,1,,370.5212981,
1/7/2021,10,2,,252.6026656,
1/7/2021,10,3,,301.4951801,
1/7/2021,10,4,,522.9595415,
1/7/2021,10,5,,571.5612994,
1/7/2021,10,6,,530.4065211,
1/7/2021,10,7,,457.1384462,
1/7/2021,10,8,,331.2331275,
1/7/2021,10,9,,381.4138611,
1/7/2021,10,10,,435.9133718,
1/7/2021,10,11,,479.1635108,
1/7/2021,10,12,,408.1200061,
1/7/2021,11,1,,520.8760626,
1/7/2021,11,2,,557.9700005,
1/7/2021,11,3,,515.3617544,
1/7/2021,11,4,,513.8032858,
1/7/2021,11,5,,553.9700012,
1/7/2021,11,6,,541.7900009,
1/7/2021,11,7,,528.9800072,
1/7/2021,11,8,,432.7253765,
1/7/2021,11,9,,420.8182901,
1/7/2021,11,10,,355.6799987,
1/7/2021,11,11,,316.4447387,
1/7/2021,11,12,,302.0432883,
1/7/2021,12,1,,358.6465293,
1/7/2021,12,2,,356.9554966,
1/7/2021,12,3,,324.6987889,
1/7/2021,12,4,,218.8949153,
1/7/2021,12,5,,100.3013336,
1/7/2021,12,6,,114.530005,
1/7/2021,12,7,,139.4379037,
1/7/2021,12,8,,142.1617974,
1/7/2021,12,9,,172.0047659,
1/7/2021,12,10,,145.8737947,
1/7/2021,12,11,,91.74194408,
1/7/2021,12,12,,80.86552566,
1/7/2021,13,1,,87.49411247,
1/7/2021,13,2,,39.84998953,
1/7/2021,13,3,,64.65859052,
1/7/2021,13,4,,84.32878418,
1/7/2021,13,5,,72.49915426,
1/7/2021,13,6,,53.70809954,
1/7/2021,13,7,,81.43625109,
1/7/2021,13,8,,65.65165108,
1/7/2021,13,9,,36.87365858,
1/7/2021,13,10,,54.06324126,
1/7/2021,13,11,,102.6469949,
1/7/2021,13,12,,75.31999872,
1/7/2021,14,1,,13.50853557,
1/7/2021,14,2,,11.67999972,
1/7/2021,14,3,,6.36938805,
1/7/2021,14,4,,12.73000002,
1/7/2021,14,5,,29.23514302,
1/7/2021,14,6,,13.73000002,
1/7/2021,14,7,,3.988076954,
1/7/2021,14,11,,5.82999992,
1/7/2021,14,12,,2.723561563,
1/7/2021,15,1,,6.232216914,
1/7/2021,15,4,,2.507053075,
1/7/2021,15,7,,3.438416418,
1/7/2021,15,10,,3.310368331,
1/7/2021,16,3,,13.09414751,
1/7/2021,16,4,,6.03468787,
1/7/2021,16,5,,3.707854601,
1/7/2021,16,6,,1.008556917,
1/8/2021,9,5,,4.06585212,
1/8/2021,9,7,,9.39482319,
1/8/2021,9,9,,8.66302928,
1/8/2021,9,11,,13.64356642,
1/8/2021,10,1,,27.08846872,
1/8/2021,10,2,,26.67643735,
1/8/2021,10,3,,16.43034139,
1/8/2021,10,4,,10.69776074,
1/8/2021,10,5,,20.27432775,
1/8/2021,10,6,,42.46634453,
1/8/2021,10,7,,141.7910252,
1/8/2021,10,8,,123.7247294,
1/8/2021,10,9,,48.99723536,
1/8/2021,10,10,,64.87228473,
1/8/2021,10,11,,31.08414612,
1/8/2021,10,12,,30.78685442,
1/8/2021,11,1,,135.7528021,
1/8/2021,11,2,,256.0407233,
1/8/2021,11,3,,168.7701414,
1/8/2021,11,4,,108.3132166,
1/8/2021,11,5,,124.9512229,
1/8/2021,11,6,,122.2653395,
1/8/2021,11,7,,45.51705598,
1/8/2021,11,8,,68.21662883,
1/8/2021,11,9,,196.8238648,
1/8/2021,11,10,,242.3582333,
1/8/2021,11,11,,149.1234293,
1/8/2021,11,12,,210.5254355,
1/8/2021,12,1,,420.7555301,
1/8/2021,12,2,,459.1648595,
1/8/2021,12,3,,424.7229125,
1/8/2021,12,4,,397.1320652,
1/8/2021,12,5,,373.7805767,
1/8/2021,12,6,,286.8094658,
1/8/2021,12,7,,315.309512,
1/8/2021,12,8,,365.4508498,
1/8/2021,12,9,,371.4846424,
1/8/2021,12,10,,296.0652256,
1/8/2021,12,11,,304.9150793,
1/8/2021,12,12,,278.1765714,
1/8/2021,13,1,,355.8305165,
1/8/2021,13,2,,353.1928637,
1/8/2021,13,3,,292.7785308,
1/8/2021,13,4,,257.1594528,
1/8/2021,13,5,,142.4520395,
1/8/2021,13,6,,133.5028743,
1/8/2021,13,7,,57.17000341,
1/8/2021,13,8,,42.32402936,
1/8/2021,13,9,,38.9659189,
1/8/2021,13,10,,39.24294781,
1/8/2021,13,11,,34.75567377,
1/8/2021,13,12,,36.82077215,
1/8/2021,14,1,,39.04595729,
1/8/2021,14,2,,38.87028176,
1/8/2021,14,3,,37.5351736,
1/8/2021,14,4,,38.09802344,
1/8/2021,14,5,,142.0445706,
1/8/2021,14,6,,161.0211452,
1/8/2021,14,7,,38.35778063,
1/8/2021,14,8,,34.49718953,
1/8/2021,14,9,,35.2283466,
1/8/2021,14,10,14.68,212.1636663,
1/8/2021,14,11,,215.5099092,
1/8/2021,14,12,16.21999931,213.5705484,
1/8/2021,15,1,20.17000008,150.534235,
1/8/2021,15,2,2.1099999,135.8542545,
1/8/2021,15,3,50.45000076,232.8579264,
1/8/2021,15,4,53.60999863,181.7797544,
1/8/2021,15,5,54.09000163,197.9849871,
1/8/2021,15,6,55.97000138,203.1343215,
1/8/2021,15,7,53.5799983,259.9441995,
1/8/2021,15,8,85.13000017,268.4959553,
1/8/2021,15,9,111.4799979,331.8173493,
1/8/2021,15,10,127.9699977,241.0980656,
1/8/2021,15,11,183.1199997,150.064012,
1/8/2021,15,12,190.9099968,210.9821877,
1/8/2021,16,1,223.3800018,115.3286436,
1/8/2021,16,2,275.3700035,56.34731528,
1/8/2021,16,3,277.3799942,166.2267492,
1/8/2021,16,4,274.4900025,,
1/8/2021,16,5,274.4200028,,
1/8/2021,16,6,272.2600067,,
1/8/2021,16,7,239.7500049,,
1/8/2021,16,8,114.5699997,,
1/8/2021,16,9,114.1800003,,
1/8/2021,16,10,114.9599991,,
1/8/2021,16,11,106.3960664,,
1/8/2021,16,12,152.4600038,,
1/8/2021,17,1,274.4399992,,
1/8/2021,17,2,273.4899948,,
1/8/2021,17,3,242.2099942,,
1/8/2021,17,4,35.23176342,,
1/9/2021,8,3,,13.76000023,
1/9/2021,8,8,,31.52999878,
1/9/2021,9,1,,46.91999817,
1/9/2021,9,2,,24.56000137,
1/9/2021,9,3,,9.93999863,
1/9/2021,9,4,,5.0519849,
1/9/2021,9,8,,2.98161726,
1/9/2021,9,9,,8.8887063,
1/9/2021,9,10,,4.207919066,
1/9/2021,9,11,,6.35512756,
1/9/2021,9,12,,34.17077625,
1/9/2021,10,1,,16.26999998,
1/9/2021,10,2,,21.89171743,
1/9/2021,10,3,,16.41999984,
1/9/2021,10,4,,67.35237831,
1/9/2021,10,5,,80.15911236,
1/9/2021,10,6,,64.01653931,
1/9/2021,10,7,2.400073,205.3757037,
1/9/2021,10,8,,216.6815015,
1/9/2021,10,9,,230.1191862,
1/9/2021,10,10,,401.6878578,
1/9/2021,10,11,,369.0991463,
1/9/2021,10,12,3.200073,377.8386459,
1/9/2021,11,1,,233.6936982,
1/9/2021,11,2,,222.3120371,
1/9/2021,11,3,,215.5417008,
1/9/2021,11,4,,280.4313391,
1/9/2021,11,5,,268.0000064,
1/9/2021,11,6,1.96000004,276.0790279,
1/9/2021,11,7,2.91999995,294.3674398,
1/9/2021,11,8,2.04999995,325.935659,
1/9/2021,11,9,,342.6085943,
1/9/2021,11,10,,366.7199905,
1/9/2021,11,11,1.21000004,304.6886226,
1/9/2021,11,12,4.48000002,313.106929,
1/9/2021,12,1,1.59000003,239.4214144,
1/9/2021,12,2,1.08000004,252.3618971,
1/9/2021,12,3,,204.9973426,
1/9/2021,12,4,1.21000004,239.6800035,
1/9/2021,12,5,3.3499999,190.6281251,
1/9/2021,12,6,7.17000008,182.8206946,
1/9/2021,12,7,4.28999996,211.9009512,
1/9/2021,12,8,4.51999998,230.8973385,
1/9/2021,12,9,4.1500001,219.9841444,
1/9/2021,12,10,1.73000002,309.332335,
1/9/2021,12,11,2.95000005,275.5408581,
1/9/2021,12,12,1.57000005,263.000565,
1/9/2021,13,1,1.40999997,247.5549256,
1/9/2021,13,2,2.16000009,240.7176892,
1/9/2021,13,3,1.86000001,238.5143673,
